gene_ID1	OG_id1	chr	start	end	length1	str	description1	eAED1	QI1	gene_ID2	OG_id2	start	end	length2	str	description2	eAED2	QI2	overlap
Tfasc_v1.17608-RA	OG0002077	chr13	3920874	3931056	10182	+	mitochondrial import inner membrane translocase subunit TIM17-2-like	0.03	0|0.5|0.66|1|0|0.33|3|255|238	Tfasc_v1.17609-RA	OG0000392	3927167	3930170	3003	-	D-3-phosphoglycerate dehydrogenase, chloroplastic	0.35	0|0|0|0.33|1|1|3|0|956	3004
Tfasc_v1.17651-RA	OG0000107	chr13	4419071	4426493	7422	+	ubiquitin-conjugating enzyme E2 10	0.17	139|1|1|1|0.75|0.6|5|978|148	Tfasc_v1.17652-RA	OG0010213	4425815	4426341	526	-	umecyanin-like	0.01	0|0|0|1|1|1|2|0|134	527
Tfasc_v1.17690-RA	OG0000581	chr13	4886976	4890077	3101	+	probable choline kinase 2	0.18	0|1|0.87|1|0.85|0.75|8|334|372	Tfasc_v1.17689-RA	OG0019338	4886948	4887241	293	-	probable choline kinase 2	0.01	0|-1|0|1|-1|0|1|0|97	266
Tfasc_v1.17719-RA	OG0019340	chr13	5364511	5365947	1436	+	FHA domain-containing protein PS1	0.15	0|0.5|0.33|0.66|0.5|0.66|3|398|100	Tfasc_v1.17720-RA	OG0014187	5365463	5370838	5375	-	GTP-binding protein BRASSINAZOLE INSENSITIVE PALE GREEN 2, chloroplastic	0.11	0|1|0.8|1|0.75|0.6|5|102|594	485
Tfasc_v1.17749-RA	OG0000119	chr13	5874624	5884950	10326	+	GRF zinc finger containing protein	0.58	0|0|0|0.25|1|1|8|0|466	Tfasc_v1.17750-RA	OG0000053	5880659	5882086	1427	-	Protein FAR-RED IMPAIRED RESPONSE 1	0.23	0|1|0.8|1|0.25|0|5|326|234	1428
Tfasc_v1.17778-RA	OG0014865	chr13	6415995	6422644	6649	+	petal death protein-like isoform X1	0.14	173|1|1|1|1|1|8|284|496	Tfasc_v1.17779-RA	OG0014867	6422256	6429729	7473	-	putative pentatricopeptide repeat-containing protein At3g01580	0.17	0|0|0|1|0.66|0.5|4|0|452	389
Tfasc_v1.17865-RA	OG0000084	chr13	8559423	8559962	539	+	Replication protein A 70 kDa DNA-binding subunit B	0.19	0|-1|0|1|-1|1|1|0|179	Tfasc_v1.17864-RA	OG0002780	8559033	8559655	622	-	uncharacterized protein LOC109728617 isoform X1	0.06	0|1|0|1|0|0|2|0|127	233
Tfasc_v1.17873-RA	OG0000233	chr13	9004110	9005461	1351	+	uncharacterized protein LOC109727159 isoform X2	0.71	0|0|0|0.6|1|1|5|0|127	Tfasc_v1.17872-RA	OG0014879	8998404	9004335	5931	-	FAD binding protein	0.29	264|0.66|0.85|1|0.83|0.71|7|423|269	226
Tfasc_v1.18015-RA	OG0005256	chr13	17244492	17273994	29502	+	monodehydroascorbate reductase	0.19	0|0.22|0.1|0.7|1|1|10|0|435	Tfasc_v1.18016-RA	OG0019357	17267431	17267814	383	-	none	0.40	0|-1|0|1|-1|1|1|0|127	384
Tfasc_v1.18064-RA	OG0000014	chr13	18870507	18896496	25989	+	classical arabinogalactan protein 9-like	0.51	0|0|0|0.8|1|0.8|5|0|466	Tfasc_v1.18065-RA	OG0005591	18896196	18898872	2676	-	putative WRKY transcription factor 33	0.56	0|0|0|0.4|1|1|5|0|787	301
Tfasc_v1.18099-RA	OG0001708	chr13	19725476	19749661	24185	+	pentatricopeptide repeat-containing protein At4g21065-like	0.14	0|0|0|0.6|1|1|5|0|869	Tfasc_v1.18100-RA	OG0019362	19741397	19749411	8014	-	pentatricopeptide repeat-containing protein At4g21065-like	0.16	61|1|1|1|0|0|2|274|96	8015
Tfasc_v1.18102-RA	OG0001708	chr13	19788387	19790321	1934	+	pentatricopeptide repeat-containing protein At4g21065-like	0.01	0|-1|0|1|-1|1|1|0|644	Tfasc_v1.18103-RA	OG0019362	19789338	19797350	8012	-	pentatricopeptide repeat-containing protein At4g21065-like	0.16	61|1|1|1|0|0|2|274|96	984
Tfasc_v1.18280-RA	OG0004225	chr13	24154498	24167824	13326	+	putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D	0.10	262|0.58|0.61|0.88|0.58|0.61|18|2551|1564	Tfasc_v1.18281-RA	OG0011343	24164853	24167507	2654	-	Pentatricopeptide repeat	0.11	0|0|0|1|1|1|2|0|853	2655
Tfasc_v1.18325-RA	OG0011364	chr13	24579225	24583480	4255	+	UDP-glucuronate:xylan alpha-glucuronosyltransferase 1-like	0.07	32|1|1|1|1|1|4|399|661	Tfasc_v1.18326-RA	OG0011371	24583424	24589752	6328	-	probable pectinesterase/pectinesterase inhibitor 51	0.07	40|1|1|1|1|1|3|203|557	57
Tfasc_v1.12151-RA	OG0013927	chr9	239676	246895	7219	+	uncharacterized protein LOC109719316	0.17	257|1|1|1|1|1|5|247|699	Tfasc_v1.12150-RA	OG0013931	233467	239862	6395	-	none	0.47	0|0.6|0.5|0.66|0.6|0.5|6|274|178	187
Tfasc_v1.12209-RA	OG0013953	chr9	645029	651132	6103	+	transcription factor bHLH155-like isoform X1	0.08	929|1|1|1|0.9|0.81|11|580|688	Tfasc_v1.12211-RA	OG0013956	650401	656732	6331	-	ultraviolet-B receptor UVR8 isoform X2	0.31	95|1|1|1|1|1|11|400|500	732
Tfasc_v1.12229-RA	OG0004387	chr9	761818	767309	5491	+	ATP-dependent zinc metalloprotease FTSH 8, mitochondrial	0.11	0|1|1|1|1|1|8|305|891	Tfasc_v1.12228-RA	OG0002781	759438	761926	2488	-	none	1.00	0|0|0|0.25|1|1|4|0|362	109
Tfasc_v1.12236-RA	OG0004968	chr9	810739	815154	4415	+	serine/arginine-rich SC35-like splicing factor SCL30	0.30	249|0.5|0.72|0.90|0.8|0.90|11|444|300	Tfasc_v1.12237-RA	OG0004969	814976	818811	3835	-	Protein kinase APK1A, chloroplastic	0.06	507|1|1|1|1|1|6|401|410	179
Tfasc_v1.12239-RA	OG0004968	chr9	828119	832549	4430	+	Serine/arginine-rich SC35-like splicing factor SCL30	0.31	232|0.75|0.77|1|0.87|0.77|9|463|250	Tfasc_v1.12240-RA	OG0004969	832371	835876	3505	-	Protein kinase APK1A, chloroplastic	0.15	0|0.83|0.71|1|1|1|7|401|430	179
Tfasc_v1.12297-RA	OG0013994	chr9	1210776	1212283	1507	+	two-component response regulator-like APRR1	0.08	85|1|0.66|1|1|1|3|0|334	Tfasc_v1.12298-RA	OG0013998	1211773	1229464	17691	-	kinesin-like protein KIN-5A	0.17	249|0.92|0.79|1|0.92|0.89|29|610|1082	511
Tfasc_v1.12375-RA	OG0001466	chr9	1944830	1948806	3976	+	laccase-3	0.14	0|0|0|1|1|1|5|0|523	Tfasc_v1.12376-RA	OG0011767	1946989	1951699	4710	-	SWR1 complex subunit 6	0.07	197|1|1|1|0.5|0.42|7|1880|173	1818
Tfasc_v1.12369-RA	OG0002386	chr9	1890919	1897363	6444	+	protein trichome birefringence-like 34	0.26	0|0.33|0.2|1|1|1|10|0|735	Tfasc_v1.12370-RA	OG0011765	1897118	1901724	4606	-	shewanella-like protein phosphatase 1	0.19	60|0.77|0.7|1|0.77|0.8|10|642|383	246
Tfasc_v1.12393-RA	OG0011768	chr9	2061089	2062690	1601	+	G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5	0.01	0|0|0|1|1|1|2|0|469	Tfasc_v1.12394-RB	OG0011776	2062674	2066843	4169	-	RNA-directed DNA methylation 4 isoform X1	0.14	0|0.90|0.83|0.91|1|1|12|146|345	17
Tfasc_v1.12411-RA	OG0011778	chr9	2179391	2184426	5035	+	Peroxidase 4	0.12	91|1|0.75|1|1|1|4|170|319	Tfasc_v1.12412-RA	OG0000514	2179965	2180150	185	-	Peroxidase 4	0.13	0|-1|0|1|-1|0|1|0|61	186
Tfasc_v1.12458-RA	OG0002141	chr9	2682899	2684508	1609	+	serine/arginine repetitive matrix protein 2-like	0.14	0|0|0|1|0|0|4|0|407	Tfasc_v1.12457-RA	OG0004351	2682636	2686362	3726	-	proline-rich family protein	0.01	149|1|1|1|1|0.8|5|257|555	1610
Tfasc_v1.12483-RA	OG0017246	chr9	2971532	2973347	1815	+	serine/threonine-protein kinase	0.05	0|0|0|1|0|0|2|0|75	Tfasc_v1.12482-RA	OG0004356	2971231	2981199	9968	-	probable serine/threonine-protein kinase PBL8	0.09	39|0.2|0.16|1|1|1|6|0|414	1816
Tfasc_v1.12513-RA	OG0004360	chr9	3789428	3789721	293	+	mini zinc finger protein 1-like	0.03	0|-1|0|1|-1|0|1|0|97	Tfasc_v1.12514-RA	OG0011825	3789457	3789741	284	-	mini zinc finger protein 1-like	0.23	0|-1|0|1|-1|1|1|0|94	265
Tfasc_v1.12515-RA	OG0004360	chr9	3829542	3829835	293	+	mini zinc finger protein 1-like	0.03	0|-1|0|1|-1|1|1|0|97	Tfasc_v1.12516-RA	OG0011825	3829571	3831809	2238	-	mini zinc finger protein 1-like	0.16	0|0|0|0.5|1|1|2|0|91	265
Tfasc_v1.12598-RA	OG0001794	chr9	5332348	5333236	888	+	L10-interacting MYB domain-containing protein isoform X2	0.32	21|1|0.5|1|1|1|2|0|258	Tfasc_v1.12597-RA	OG0019387	5329101	5340991	11890	-	none	0.26	332|0|0.33|0.66|1|1|3|0|69	889
Tfasc_v1.12815-RA	OG0000038	chr9	17562584	17567789	5205	+	L10-interacting MYB domain-containing protein isoform X2	0.68	0|0|0|0.75|0.66|0.75|4|0|168	Tfasc_v1.12814-RA	OG0019401	17558177	17563843	5666	-	no_blast-ips	1.00	0|0|0|0.33|0.5|0.66|3|0|148	1260
Tfasc_v1.12841-RA	OG0000154	chr9	18443371	18449162	5791	+	ribonuclease 3-like protein 2	0.84	0|0|0|0.5|1|1|2|0|131	Tfasc_v1.12842-RA	OG0002594	18448305	18451150	2845	-	chloroplast stem-loop binding protein of 41 kDa a, chloroplastic	0.10	0|0.75|0.6|0.8|0.75|0.6|5|923|232	858
Tfasc_v1.13073-RA	OG0013082	chr9	25448285	25451404	3119	+	predicted protein	0.01	455|1|1|1|1|1|3|238|196	Tfasc_v1.13072-RA	OG0013076	25446127	25448314	2187	-	RNA pseudouridine synthase 1	0.06	0|1|0.5|1|1|1|2|622|348	30
Tfasc_v1.13144-RA	OG0013041	chr9	26157062	26159656	2594	+	Protein CHUP1, chloroplastic	0.06	0|1|0.71|1|1|1|7|243|582	Tfasc_v1.13145-RA	OG0013040	26159652	26162353	2701	-	protein S-acyltransferase 18	0.12	0|0.77|0.7|0.9|1|1|10|227|499	5
Tfasc_v1.14612-RA	OG0014945	chr11	612646	614529	1883	+	pentatricopeptide repeat-containing protein At1g31430	0.27	0|-1|0|1|-1|1|1|0|627	Tfasc_v1.14611-RA	OG0014949	610218	613420	3202	-	2,6-dihydroxypyridine 3-monooxygenase	0.03	932|1|1|1|1|1|4|192|424	775
Tfasc_v1.14707-RA	OG0015037	chr11	1404578	1409387	4809	+	U-box domain-containing protein 34	0.07	52|1|1|1|1|1|9|555|750	Tfasc_v1.14708-RA	OG0015027	1409359	1412579	3220	-	(S)-coclaurine N-methyltransferase	0.21	151|1|1|1|1|1|8|329|357	29
Tfasc_v1.14732-RA	OG0015023	chr11	1615254	1617764	2510	+	carboxyl-terminal peptidase	0.24	0|0|0|1|1|1|6|0|308	Tfasc_v1.14733-RA	OG0015020	1616951	1620906	3955	-	zinc transporter 4, chloroplastic-like	0.19	213|1|1|1|0.8|0.66|6|824|401	814
Tfasc_v1.14754-RA	OG0016267	chr11	1779977	1780366	389	+	activating transcription factor 7-interacting protein 1-like	0.20	0|-1|0|1|-1|0|1|0|129	Tfasc_v1.14753-RB	OG0005517	1779959	1783067	3108	-	activating transcription factor 7-interacting protein 1-like	0.36	0|0|0|0.33|1|1|3|0|202	390
Tfasc_v1.14813-RA	OG0014858	chr11	2274887	2282101	7214	+	uncharacterized protein LOC109710106 isoform X1	0.21	74|1|1|1|0.91|0.84|13|1024|422	Tfasc_v1.14814-RA	OG0002693	2281740	2282129	389	-	protein RALF-like 19	0.32	0|-1|0|1|-1|1|1|0|129	362
Tfasc_v1.14870-RA	OG0007911	chr11	2747999	2748502	503	+	predicted protein	0.39	0|-1|0|1|-1|1|1|0|167	Tfasc_v1.14869-RA	OG0007916	2746912	2754597	7685	-	nuclear intron maturase 1, mitochondrial-like	0.11	0|0.8|0.66|1|0.4|0.33|6|569|780	504
Tfasc_v1.14925-RA	OG0003397	chr11	3183357	3186395	3038	+	cytoskeleton-associated protein 4	0.04	164|1|1|1|1|1|2|1234|109	Tfasc_v1.14926-RA	OG0007939	3185931	3188305	2374	-	high mobility group B protein 6-like	0.19	0|0|0|1|1|1|11|0|495	465
Tfasc_v1.15038-RA	OG0008009	chr11	4075971	4078350	2379	+	GDSL esterase/lipase At4g10955-like	0.02	213|1|1|1|0.5|0.33|3|341|368	Tfasc_v1.15039-RA	OG0003405	4077950	4081881	3931	-	3-beta hydroxysteroid dehydrogenase/isomerase	0.28	0|0.75|0.6|1|1|1|5|232|524	401
Tfasc_v1.15070-RA	OG0003588	chr11	4280747	4280878	131	+	Vignain	0.47	0|-1|0|1|-1|0|1|0|43	Tfasc_v1.15069-RA	OG0016431	4280656	4291248	10592	-	Thiol protease	0.11	136|0.42|0.37|1|0.85|0.75|8|0|715	132
Tfasc_v1.15110-RA	OG0003417	chr11	4578879	4580390	1511	+	ras-related protein RABA5c	0.07	33|1|1|1|0|0.5|2|231|215	Tfasc_v1.15111-RA	OG0019459	4579559	4579845	286	-	no_blast-ips	0.36	96|1|0.5|1|0|0|2|0|50	287
Tfasc_v1.15113-RA	OG0003417	chr11	4594185	4595718	1533	+	ras-related protein RABA5c	0.06	33|1|1|1|0|0.5|2|231|215	Tfasc_v1.15114-RA	OG0019459	4594845	4595173	328	-	no_blast-ips	0.34	96|1|1|1|0|0|2|21|56	329
Tfasc_v1.15194-RA	OG0008091	chr11	5342452	5347836	5384	+	serine/threonine-protein kinase PBS1-like	0.13	309|1|1|1|0.8|0.66|6|430|460	Tfasc_v1.15195-RA	OG0008097	5347329	5368601	21272	-	bidirectional sugar transporter SWEET14-like	0.27	0|0|0|0.71|1|1|7|0|381	508
Tfasc_v1.15217-RA	OG0001401	chr11	5736124	5740533	4409	+	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	0.16	0|0.33|0.5|1|1|1|4|97|350	Tfasc_v1.15218-RA	OG0008107	5739510	5741194	1684	-	light-regulated protein-like	0.16	229|0.33|0.75|1|0.33|0.75|4|406|154	1024
Tfasc_v1.15306-RA	OG0000987	chr11	6747191	6747665	474	+	probable LRR receptor-like serine/threonine-protein kinase At3g47570	0.39	228|1|0.5|1|0|0|2|0|70	Tfasc_v1.15305-RA	OG0000116	6742249	6749516	7267	-	probable LRR receptor-like serine/threonine-protein kinase At3g47570	0.20	0|0|0|1|1|0.6|5|0|1029	475
Tfasc_v1.15316-RA	OG0000987	chr11	6897129	6898827	1698	+	receptor kinase-like protein Xa21	0.51	0|0|0|1|0|0|2|0|134	Tfasc_v1.15315-RA	OG0000116	6896934	6900983	4049	-	receptor kinase-like protein Xa21	0.01	0|1|0|1|1|1|2|0|1159	1699
Tfasc_v1.15327-RA	OG0000987	chr11	6970039	6971658	1619	+	receptor kinase-like protein Xa21	0.50	0|0|0|1|0|0|2|0|134	Tfasc_v1.15326-RA	OG0000116	6969940	6973616	3676	-	receptor kinase-like protein Xa21	0.06	0|0|0|1|1|0.5|2|0|1020	1620
Tfasc_v1.15320-RA	OG0000987	chr11	6915038	6916649	1611	+	receptor kinase-like protein Xa21	0.49	0|0|0|1|0|0|2|0|131	Tfasc_v1.15319-RA	OG0000116	6914939	6918616	3677	-	receptor kinase-like protein Xa21	0.15	0|0|0|1|1|0.75|4|0|930	1612
Tfasc_v1.15328-RA	OG0019467	chr11	6972892	6973077	185	+	receptor kinase-like protein Xa21	0.54	0|-1|0|1|-1|0|1|0|61	Tfasc_v1.15326-RA	OG0000116	6969940	6973616	3676	-	receptor kinase-like protein Xa21	0.06	0|0|0|1|1|0.5|2|0|1020	186
Tfasc_v1.15317-RA	OG0019468	chr11	6900061	6900237	176	+	receptor kinase-like protein Xa21	0.52	0|-1|0|1|-1|0|1|0|58	Tfasc_v1.15315-RA	OG0000116	6896934	6900983	4049	-	receptor kinase-like protein Xa21	0.01	0|1|0|1|1|1|2|0|1159	177
Tfasc_v1.15390-RA	OG0009348	chr11	7987513	7987698	185	+	PI-PLC X domain-containing protein	0.01	0|-1|0|1|-1|0|1|0|61	Tfasc_v1.15389-RA	OG0015470	7985081	7988393	3312	-	PI-PLC X domain-containing protein At5g67130-like	0.19	6|0.4|0.66|1|1|1|6|268|320	186
Tfasc_v1.15475-RA	OG0016297	chr11	9716651	9719069	2418	+	kinesin-like protein KIN-14J isoform X2	0.68	0|0|0|0.33|1|1|3|0|146	Tfasc_v1.15474-RA	OG0014664	9714012	9716735	2723	-	pentatricopeptide repeat-containing protein At1g43980, mitochondrial	0.07	124|1|1|1|0.75|0.4|5|1230|248	85
Tfasc_v1.15689-RA	OG0000151	chr11	17959911	18027639	67728	+	beta-mannosyltransferase 4-like	0.79	0|0.1|0.09|0.18|1|1|11|0|500	Tfasc_v1.15688-RA	OG0015243	17937842	17960919	23077	-	multiple myeloma tumor-associated protein 2 homolog	0.05	0|0.66|0.75|0.75|1|1|4|247|220	1009
Tfasc_v1.15705-RA	OG0001200	chr11	18579041	18579666	625	+	no_blast-ips	0.57	0|0|0|0.66|1|1|3|0|128	Tfasc_v1.15704-RA	OG0015595	18568847	18579296	10449	-	1,4-alpha-glucan-branching enzyme 3, chloroplastic/amyloplastic	0.20	0|0|0|0.66|1|1|6|0|645	256
Tfasc_v1.15811-RA	OG0019484	chr11	21760394	21763732	3338	+	Replication protein A 70 kDa DNA-binding subunit B	0.51	0|0|0|0.5|1|1|2|0|100	Tfasc_v1.15810-RA	OG0005375	21756872	21760593	3721	-	rRNA biogenesis protein RRP5	0.25	245|0.75|0.4|1|1|1|5|0|244	200
Tfasc_v1.15864-RA	OG0012190	chr11	23601366	23603724	2358	+	uncharacterized J domain-containing protein C3E7.11c-like isoform X2	0.43	53|1|1|1|1|1|6|285|307	Tfasc_v1.15865-RA	OG0012185	23603656	23605801	2145	-	enoyl-[acyl-carrier-protein] reductase, mitochondrial	0.16	54|1|1|1|1|1|3|241|187	69
Tfasc_v1.15922-RA	OG0012159	chr11	24098417	24110115	11698	+	Uridine-cytidine kinase C	0.09	0|0.91|0.84|0.92|1|1|13|400|705	Tfasc_v1.15921-RA	OG0001091	24093267	24098530	5263	-	26S proteasome regulatory subunit S10B homolog B	0.12	192|1|1|1|1|1|10|287|398	114
Tfasc_v1.16029-RA	OG0000690	chr11	25680953	25683127	2174	+	rust resistance kinase Lr10-like	0.05	0|0|0|1|1|1|3|0|586	Tfasc_v1.16030-RA	OG0019497	25682881	25683009	128	-	rust resistance kinase Lr10-like	0.53	0|-1|0|1|-1|0|1|0|42	129
Tfasc_v1.19394-RA	OG0004170	chr15	276244	279380	3136	+	heptahelical transmembrane protein 4-like	0.22	21|1|1|1|0.66|0.5|4|179|422	Tfasc_v1.19395-RA	OG0011169	278592	279998	1406	-	Photosystem I reaction centre subunit N (PSAN or PSI-N)	0.39	114|1|1|1|1|1|3|626|127	789
Tfasc_v1.19441-RA	OG0011188	chr15	803984	808681	4697	+	Glucan endo-1,3-beta-glucosidase 7	0.21	0|0.5|0.33|0.66|1|1|3|293|429	Tfasc_v1.19442-RA	OG0011191	808336	814848	6512	-	DNA polymerase I	0.19	0|1|0.93|1|1|1|15|391|452	346
Tfasc_v1.19612-RA	OG0002853	chr15	4512319	4529836	17517	+	GDT1-like protein 5	0.73	0|0|0|0.33|0.5|0.66|3|0|99	Tfasc_v1.19613-RA	OG0016414	4516104	4525724	9620	-	uncharacterized protein LOC109709063	0.60	0|0|0|0.66|1|1|3|0|167	9621
Tfasc_v1.19866-RA	OG0018740	chr15	16664585	16665264	679	+	none	0.00	1|1|1|1|0|0|2|101|91	Tfasc_v1.19867-RA	OG0018791	16664974	16665419	445	-	none	0.07	0|1|1|1|0|0|2|0|120	291
Tfasc_v1.19932-RA	OG0000542	chr15	18317936	18318427	491	+	cellulose synthase-like protein D2	0.10	32|1|0.5|1|1|0.5|2|0|93	Tfasc_v1.19933-RA	OG0000217	18318293	18325655	7362	-	Cellulose synthase-like protein D1	0.29	264|0.66|0.5|0.75|1|1|4|0|94	135
Tfasc_v1.19939-RA	OG0012048	chr15	18478289	18486283	7994	+	uncharacterized protein LOC109703507	0.14	0|0.55|0.4|1|1|1|10|1804|580	Tfasc_v1.19940-RA	OG0018583	18479801	18480105	304	-	hypothetical protein ACMD2_11946	0.42	0|1|0|1|0|0|2|0|66	305
Tfasc_v1.20047-RA	OG0003338	chr15	19859926	19866829	6903	+	COBW domain-containing protein 1	0.05	48|1|1|1|0.72|0.66|12|2645|375	Tfasc_v1.20048-RA	OG0000977	19864488	19866509	2021	-	UDP-glycosyltransferase 83A1-like	0.00	0|0|0|1|1|1|2|0|462	2022
Tfasc_v1.20039-RA	OG0001381	chr15	19798667	19802026	3359	+	uncharacterized protein LOC109721614	0.35	0|0|0|0.66|1|1|3|0|372	Tfasc_v1.20038-RA	OG0002843	19791599	19798823	7224	-	probable leucine-rich repeat receptor-like protein kinase At1g35710	0.29	0|0.90|0.83|0.91|0.90|0.91|12|935|129	157
Tfasc_v1.20091-RA	OG0003345	chr15	20260239	20260904	665	+	hypothetical protein ACMD2_09801	0.79	0|-1|0|1|-1|1|1|0|221	Tfasc_v1.20092-RA	OG0005605	20260248	20260577	329	-	predicted protein	0.00	0|1|0.5|1|0|0|2|0|87	330
Tfasc_v1.20178-RA	OG0019561	chr15	20971581	20972366	785	+	FCS-Like Zinc finger 17	0.18	0|0|0|0.33|1|1|3|0|164	Tfasc_v1.20179-RA	OG0002039	20971631	20976669	5038	-	DNA repair protein RAD51 homolog	0.40	0|0.62|0.77|0.88|0.87|0.77|9|257|289	736
Tfasc_v1.20184-RA	OG0007731	chr15	21006487	21013016	6529	+	protein STRUBBELIG-RECEPTOR FAMILY 6	0.09	41|1|0.93|1|1|1|16|304|721	Tfasc_v1.20185-RA	OG0000413	21012967	21018691	5724	-	ATPase 10, plasma membrane-type-like	0.14	0|0.52|0.45|1|0.94|0.9|20|237|954	50
Tfasc_v1.20186-RA	OG0007739	chr15	21021887	21030350	8463	+	phytoene desaturase	0.25	84|0.86|0.87|1|1|1|16|185|548	Tfasc_v1.20187-RA	OG0007742	21030316	21036740	6424	-	Vacuolar cation/proton exchanger 2	0.15	247|0.91|0.92|1|0.91|0.84|13|763|457	35
Tfasc_v1.20245-RA	OG0003361	chr15	21543372	21547429	4057	+	hypothetical protein ACMD2_22380	0.20	0|0.83|0.85|1|0.83|0.71|7|406|292	Tfasc_v1.20246-RA	OG0003362	21547420	21556852	9432	-	uncharacterized protein LOC109721014	0.06	44|0.90|0.75|1|0.90|0.83|12|684|1887	10
Tfasc_v1.20259-RA	OG0007759	chr15	21634312	21638347	4035	+	bet1-like protein At4g14600	0.29	84|1|1|1|0.75|0.6|5|299|135	Tfasc_v1.20260-RA	OG0007760	21638089	21639389	1300	-	uncharacterized protein LOC109721482	0.03	0|0|0|1|1|1|2|0|356	259
Tfasc_v1.20270-RA	OG0007766	chr15	21784002	21789103	5101	+	O-fucosyltransferase 7 isoform X1	0.18	202|0.90|0.91|1|1|1|12|497|547	Tfasc_v1.20271-RA	OG0007775	21788680	21793797	5117	-	alcohol dehydrogenase-like 7	0.11	128|1|1|1|1|1|10|592|388	424
Tfasc_v1.20314-RA	OG0007795	chr15	22062953	22068433	5480	+	MADS-box transcription factor	0.16	0|0.62|0.33|1|0.37|0.33|9|0|267	Tfasc_v1.20315-RA	OG0007800	22065040	22070539	5499	-	zinc finger CCCH domain-containing protein 15 homolog	0.19	322|1|1|1|0.5|0.33|3|2515|79	3394
Tfasc_v1.20333-RA	OG0007804	chr15	22213431	22217298	3867	+	F-box/kelch-repeat protein SKIP6-like	0.12	4|1|1|1|0.33|0.25|4|1036|372	Tfasc_v1.20334-RA	OG0003369	22216238	22218501	2263	-	uncharacterized oxidoreductase At4g09670	0.02	100|1|1|1|1|1|2|266|367	1061
Tfasc_v1.20388-RA	OG0019574	chr15	22588926	22590058	1132	+	uncharacterized endoplasmic reticulum membrane protein YGL010W	0.15	0|1|0.75|1|1|1|4|259|197	Tfasc_v1.20387-RA	OG0016813	22588923	22589206	283	-	uncharacterized endoplasmic reticulum membrane protein YGL010W	0.26	0|0|0|1|0|0|2|0|68	281
Tfasc_v1.20398-RA	OG0007825	chr15	22631143	22635314	4171	+	Protein NEN1	0.29	648|1|1|1|0.83|0.71|7|217|469	Tfasc_v1.20399-RA	OG0007828	22634668	22637701	3033	-	uncharacterized protein LOC109721156	0.04	0|1|0.8|1|1|1|5|778|294	647
Tfasc_v1.20396-RA	OG0016812	chr15	22627372	22629651	2279	+	transmembrane emp24 domain-containing protein p24delta9-like	0.40	138|1|1|1|1|1|4|297|220	Tfasc_v1.20395-RA	OG0007826	22620207	22627511	7304	-	O-fucosyltransferase 3-like	0.18	0|0.87|0.77|0.88|1|1|9|323|587	140
Tfasc_v1.20471-RA	OG0010887	chr15	23208348	23208770	422	+	probable indole-3-pyruvate monooxygenase YUCCA5	1.00	0|-1|0|1|-1|1|1|0|140	Tfasc_v1.20470-RA	OG0007869	23206214	23208745	2531	-	probable indole-3-pyruvate monooxygenase YUCCA4	0.08	0|0|0|1|1|1|4|0|482	398
Tfasc_v1.28329-RA	OG0019596	chr23	3693935	3703804	9869	+	RHOMBOID-like protein 3	0.06	24|1|1|1|0.75|0.8|5|189|321	Tfasc_v1.28331-RA	OG0000033	3697738	3701729	3991	-	putative nuclease HARBI1	0.69	0|0|0|0.66|1|1|3|0|620	3992
Tfasc_v1.28329-RA	OG0019596	chr23	3693935	3703804	9869	+	RHOMBOID-like protein 3	0.06	24|1|1|1|0.75|0.8|5|189|321	Tfasc_v1.28330-RA	OG0000024	3696791	3697173	382	-	putative nuclease HARBI1	0.43	0|1|0|1|0|0|2|0|96	383
Tfasc_v1.28363-RA	OG0019598	chr23	4143442	4144122	680	+	no_blast-ips	0.14	0|0.5|0.33|0.66|0.5|0.33|3|247|87	Tfasc_v1.28362-RA	OG0004034	4139596	4143913	4317	-	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like	0.01	963|1|1|1|0.5|0.4|5|565|447	472
Tfasc_v1.28376-RA	OG0002269	chr23	4421297	4423878	2581	+	aldehyde oxidase GLOX-like	0.09	0|0|0|0.5|1|1|2|0|448	Tfasc_v1.28375-RA	OG0000554	4418143	4421500	3357	-	putative vacuolar protein sorting-associated protein 13A	0.16	248|0.6|0.83|1|0.8|0.66|6|86|274	204
Tfasc_v1.28454-RA	OG0000048	chr23	6627029	6627294	265	+	no_blast-ips	0.01	0|1|0|1|0|0|2|0|61	Tfasc_v1.28455-RA	OG0005582	6627063	6627339	276	-	no_blast-ips	0.00	0|1|1|1|0|0|2|0|63	232
Tfasc_v1.28704-RA	OG0010505	chr23	14114064	14118253	4189	+	probable rhamnogalacturonate lyase B isoform X1	0.20	0|0.07|0|1|1|1|15|0|635	Tfasc_v1.28705-RB	OG0010508	14117691	14126819	9128	-	probable galacturonosyltransferase 3 isoform X1	0.18	22|0.87|0.88|1|1|1|9|3116|726	563
Tfasc_v1.28735-RA	OG0010523	chr23	14498715	14499700	985	+	hypothetical protein SETIT_2G302800v2	0.06	49|1|1|1|0|0|2|628|63	Tfasc_v1.28734-RA	OG0017102	14493646	14498787	5141	-	protein LOW PSII ACCUMULATION 3, chloroplastic	0.19	266|1|1|1|0.91|0.84|13|362|391	73
